0,313599.35989080672,4161624.121471168,0,2.5354728435850791,-0,
1,313599.27771954465,4161624.17845815,0,2.5347517548262672,-0.014421780296221837,
2,313599.19563055481,4161624.2355635776,0,2.5325884899771673,-0.028843457057151335,
3,313599.11370610923,4161624.2929058955,0,2.5289830983121093,-0.043264026919781831,
4,313599.03202848014,4161624.3506035497,0,2.5239358119110955,-0.05768068734908699,
5,313598.95067993971,4161624.408774985,0,2.5174472704593094,-0.072087939674307225,
6,313598.86973121652,4161624.4675218668,0,2.5105849396192226,-0.049251909985099249,
7,313598.78906018555,4161624.5266655227,0,2.5081893075975406,0.0013367160878031325,
8,313598.70838524518,4161624.5857954607,0,2.5108525541411892,0.05193344786020513,
9,313598.62742000073,4161624.6444942215,0,2.5185776151727755,0.1025773917470658,
10,313598.54587805801,4161624.7023443454,0,2.5313696681194733,0.15326777045813486,
11,313598.4634756876,4161624.7589322394,0,2.5487868647826151,0.17602807849345919,
12,313598.38010849891,4161624.8141044145,0,2.5645302988895877,0.13883763012290337,
13,313598.29596186656,4161624.8681276436,0,2.5765550269600666,0.10166434487438515,
14,313598.21124752151,4161624.9213069254,0,2.5848649984827095,0.06454457610724372,
15,313598.1261771954,4161624.9739472605,0,2.5894655649163729,0.027472604120644249,
16,313598.04096239543,4161625.0263533411,0,2.5904173062772768,-0.0038179997168136174,
17,313597.95576635789,4161625.0787634798,0,2.5896339274399014,-0.011850093093182395,
18,313597.8706441996,4161625.1312673176,0,2.5880472020496605,-0.019884747049226919,
19,313597.785636343,4161625.1839342867,0,2.5856569337884645,-0.027920715380056676,
20,313597.70078321052,4161625.2368338201,0,2.5824630689715962,-0.035956365726001915,
21,313597.61612522468,4161625.2900353512,0,2.5784657429247084,-0.043989524438356312,
22,313597.53170280787,4161625.3436083123,0,2.5736653418341673,-0.052017322367828377,
23,313597.44754775247,4161625.3976077964,0,2.5686743727497103,-0.04512296073609872,
24,313597.36363208719,4161625.4519895776,0,2.5646699902651582,-0.034965215604401655,
25,313597.27990254853,4161625.5066674016,0,2.5616812200160313,-0.024810722806880188,
26,313597.19630578271,4161625.5615548622,0,2.559707751183951,-0.01465904005398248,
27,313597.112788436,4161625.6165655549,0,2.5587493581318652,-0.0045089584150850423,
28,313597.02929855051,4161625.6716153682,0,2.5586591215511127,0.00028789778328518163,
29,313596.94580998598,4161625.7266626554,0,2.5587075288688896,0.00068025168929020823,
30,313596.86231934268,4161625.7817031643,0,2.5587951722948805,0.001072617771463985,
31,313596.77882399893,4161625.8367339252,0,2.5589220523932306,0.001464982953390741,
32,313596.69532133272,4161625.891751966,0,2.559088168418064,0.0018573341082260772,
33,313596.61180872237,4161625.9467543177,0,2.55929351830759,0.0022496580416728265,
34,313596.52828354592,4161626.0017380081,0,2.5595380986765064,0.0026419414749773765,
35,313596.44474332838,4161626.0567000802,0,2.5598191036544389,0.0029769056465933619,
36,313596.36118622229,4161626.1116376296,0,2.5601334787214975,0.0033105975603964005,
37,313596.27761054737,4161626.1665477664,0,2.5604812235937593,0.0036443022877413714,
38,313596.19401462347,4161626.2214276018,0,2.5608623397118069,0.0039780229938647087,
39,313596.1103967707,4161626.2762742471,0,2.5612768288267618,0.0043117627224595612,
40,313596.02675530873,4161626.3310848125,0,2.5617246929875761,0.0046455243845824985,
41,313595.94308883609,4161626.3858568673,0,2.5621857056445672,0.0044709037064245448,
